Instance Name       Completion Time     Objective Value     Obj. Func. LB       Gap                 Nb. of ULs          Nb. of Desired ULs  Grid Occupancy      UL Occupancy        
Instance_810_large  10.651000           4960                0                   0                   784                 24                  -                   -                   
Instance_81_large   7.531700            2348                0                   0                   560                 18                  -                   -                   
Instance_82_large   7.196300            1334                0                   0                   560                 18                  -                   -                   
Instance_83_large   7.019100            2767                0                   0                   560                 18                  -                   -                   
Instance_84_large   7.019800            2715                0                   0                   560                 18                  -                   -                   
Instance_85_large   8.450700            2262                0                   0                   560                 18                  -                   -                   
Instance_86_large   7.293100            2573                0                   0                   560                 18                  -                   -                   
Instance_87_large   7.596500            2300                0                   0                   560                 18                  -                   -                   
Instance_88_large   7.026600            2822                0                   0                   560                 18                  -                   -                   
Instance_89_large   7.418600            2185                0                   0                   560                 18                  -                   -                   
Instance_8_large    5.328900            754                 0                   0                   200                 18                  -                   -                   
Instance_90_large   7.089100            2002                0                   0                   560                 18                  -                   -                   
Instance_91_large   5.071000            948                 0                   0                   240                 18                  -                   -                   
Instance_92_large   5.205600            1176                0                   0                   240                 18                  -                   -                   
Instance_93_large   5.031400            655                 0                   0                   240                 18                  -                   -                   
Instance_94_large   5.144000            1221                0                   0                   240                 18                  -                   -                   
Instance_95_large   5.125300            809                 0                   0                   240                 18                  -                   -                   
Instance_96_large   5.458900            675                 0                   0                   240                 18                  -                   -                   
Instance_97_large   5.168800            1365                0                   0                   240                 18                  -                   -                   
Instance_98_large   6.364900            750                 0                   0                   240                 18                  -                   -                   
Instance_99_large   5.027500            629                 0                   0                   240                 18                  -                   -                   
Instance_9_large    4.985300            747                 0                   0                   200                 18                  -                   -                   
