Instance Name       Completion Time     Objective Value     Obj. Func. LB       Gap                 Nb. of ULs          Nb. of Desired ULs  Grid Occupancy      UL Occupancy        
Instance_312_large  30002.978600        1390.000000         1284.000000         0.076259            360                 21                  0.750000            0.058333            
Instance_313_large  30015.713700        1222.000000         1069.000000         0.125205            360                 21                  0.750000            0.058333            
Instance_314_large  30003.948300        1203.000000         1139.000000         0.053200            360                 21                  0.750000            0.058333            
Instance_315_large  30003.801400        1501.000000         1258.000000         0.161892            360                 21                  0.750000            0.058333            
Instance_316_large  30007.425700        1534.000000         1347.000000         0.121904            360                 21                  0.750000            0.058333            
Instance_317_large  30003.244600        1677.000000         1564.000000         0.067382            360                 21                  0.750000            0.058333            
Instance_318_large  30001.531200        902.000000          789.000000          0.125277            360                 21                  0.750000            0.058333            
Instance_319_large  29997.114700        1446.000000         1314.000000         0.091286            360                 21                  0.750000            0.058333            
Instance_31_large   29991.585900        650.000000          562.000000          0.135385            240                 18                  0.666667            0.075000            
Instance_320_large  30004.601500        1629.000000         1508.000000         0.074279            360                 21                  0.750000            0.058333            
Instance_321_large  30002.077200        1859.000000         1665.000000         0.104357            480                 21                  1.000000            0.043750            
Instance_322_large  29992.762800        1962.000000         1865.000000         0.049439            480                 21                  1.000000            0.043750            
Instance_323_large  30009.374800        2221.000000         2099.000000         0.054930            480                 21                  1.000000            0.043750            
Instance_324_large  30018.383100        2207.000000         2117.000000         0.040779            480                 21                  1.000000            0.043750            
Instance_325_large  29999.222300        1765.000000         1623.000000         0.080453            480                 21                  1.000000            0.043750            
Instance_326_large  30004.096900        1410.000000         1301.000000         0.077305            480                 21                  1.000000            0.043750            
Instance_327_large  30003.785500        2074.000000         1940.000000         0.064609            480                 21                  1.000000            0.043750            
Instance_328_large  30004.756900        2137.000000         2027.000000         0.051474            480                 21                  1.000000            0.043750            
Instance_329_large  30009.139300        1522.000000         1272.000000         0.164258            480                 21                  1.000000            0.043750            
Instance_32_large   30012.381300        636.999999          589.000000          0.075353            240                 18                  0.666667            0.075000            
Instance_330_large  29993.716200        2402.000000         2325.000000         0.032057            480                 21                  1.000000            0.043750            
Instance_331_large  30018.484700        909.000000          741.000000          0.184818            280                 21                  0.714286            0.075000            
Instance_332_large  30004.120500        849.000000          707.000000          0.167256            280                 21                  0.625000            0.075000            
Instance_333_large  30008.060300        904.000000          759.000000          0.160398            280                 21                  0.500000            0.075000            
Instance_334_large  30004.614300        865.000000          724.000000          0.163006            280                 21                  0.625000            0.075000            
Instance_335_large  30003.994800        777.999993          576.000000          0.259640            280                 21                  0.625000            0.075000            
Instance_336_large  30001.406700        685.000000          600.000000          0.124088            280                 21                  0.526316            0.075000            
Instance_337_large  30002.911800        945.000000          866.000000          0.083598            280                 21                  0.625000            0.075000            
Instance_338_large  29993.047200        658.000000          565.000000          0.141337            280                 21                  0.588235            0.075000            
Instance_339_large  30009.781000        721.000000          664.000000          0.079057            280                 21                  0.526316            0.075000            
Instance_33_large   29987.741200        623.000000          499.000000          0.199037            240                 18                  0.666667            0.075000            
Instance_340_large  30010.183600        899.000000          780.000000          0.132369            280                 21                  0.588235            0.075000            
Instance_341_large  30004.500200        1430.000000         1247.000000         0.127972            420                 21                  0.750000            0.050000            
Instance_342_large  30003.273700        1321.000000         1227.000000         0.071158            420                 21                  0.750000            0.050000            
Instance_343_large  30004.569300        1640.000000         1541.000000         0.060366            420                 21                  0.750000            0.050000            
Instance_344_large  29990.350700        1728.000000         1662.000000         0.038194            420                 21                  0.750000            0.050000            
Instance_345_large  30009.430500        1499.000000         1443.000000         0.037358            420                 21                  0.750000            0.050000            
Instance_346_large  30005.685200        1600.000000         1535.000000         0.040625            420                 21                  0.750000            0.050000            
Instance_347_large  30002.226200        1680.000000         1310.000000         0.220238            420                 21                  0.750000            0.050000            
Instance_348_large  29992.901700        1795.000000         1713.000000         0.045682            420                 21                  0.750000            0.050000            
Instance_349_large  30006.903000        1779.000000         1496.000000         0.159078            420                 21                  0.750000            0.050000            
Instance_34_large   30011.018800        665.000000          537.000000          0.192481            240                 18                  0.625000            0.075000            
Instance_350_large  30004.404800        1266.000000         1084.000000         0.143760            420                 21                  0.750000            0.050000            
Instance_351_large  30001.929200        1451.000000         1354.000000         0.066850            560                 21                  1.000000            0.037500            
Instance_352_large  30007.381600        1699.000000         1552.000000         0.086521            560                 21                  1.000000            0.037500            
Instance_353_large  30009.671400        2066.000000         1883.000000         0.088577            560                 21                  1.000000            0.037500            
Instance_354_large  30000.631800        2355.000000         2238.000000         0.049682            560                 21                  1.000000            0.037500            
Instance_355_large  30003.561500        2475.000000         2388.000000         0.035152            560                 21                  1.000000            0.037500            
Instance_356_large  30007.120300        2557.000000         2482.000000         0.029331            560                 21                  1.000000            0.037500            
Instance_357_large  30003.651000        1995.000000         1833.000000         0.081203            560                 21                  1.000000            0.037500            
Instance_358_large  30013.847500        1913.000000         1846.000000         0.035024            560                 21                  1.000000            0.037500            
Instance_359_large  30004.508800        2399.000000         2307.000000         0.038349            560                 21                  1.000000            0.037500            
